Review,cleaned_review
Would like to commend Charlie on flight 1399 from Love Field to BWI on 12/19. My wife is in a wheelchair and Charlie went above with the care he took care with my wife on boarding and on exiting the aircraft.,would like commend charlie flight love field bwi wife wheelchair charlie went care took care wife boarding exiting aircraft
Southwest needs more staff to help people with disabilities. I was traveling from Oklahoma to Arizona. And there was only one person on the plane working that could help us. His name was Shawn. If it wasn't for him we wouldn't have made it up the 2 new uphill high ramps and to baggage claim. He was a god sent. He was also help another woman that had dementia and pushing her as well. So he had to push two wheelchairs at the same time with no help. Southwest needs to hire more people as soon as possible or make it so the families can come and assist their family getting off the plane. I was on Fight 1471/ Gate B on Dec 12 the 2022.,southwest needs staff help people disabilities traveling oklahoma arizona one person plane working could help us name shawn wasnt wouldnt made new uphill high ramps baggage claim god sent also help another woman dementia pushing well push two wheelchairs time help southwest needs hire people soon possible make families come assist family getting plane fight gate b dec
"On a long flight from MSP to Denver on Nov 21st, I asked the older, heavy set FA (Lindsey/Leslie?) for 2 beers.  She got rude saying ""I will get you one and see how you do"" in front of my 25 y/o son.  I was stunned. Then she condescended: ""Do you have a problem with that?""  I didn't answer because I thought she was baiting me into an argument.  When we landed, I told the Pilot (Sean) about it.  He agreed she was being rude and said he would talk to her.",long flight msp denver nov st asked older heavy set fa lindseyleslie beers got rude saying get one see front yo son stunned condescended problem didnt answer thought baiting argument landed told pilot sean agreed rude said would talk
"I bought three tickets for myself and two others. The system put one person’s ticket on another flight. This person has never flown before. I explained this to Southwest customer service, and they wouldn’t waive the change fee. I then sent an email to Executive Office, and I am still waiting for a response. This airline has terrible customer service, and I will never fly them again. The charged me $160 to change a $168 ticket. I WILL TAKE ANY OTHER AIRLINE BUT SOUTHWEST!!!",bought three tickets two others system put one persons ticket another flight person never flown explained southwest customer service wouldnt waive change fee sent email executive office still waiting response airline terrible customer service never fly charged change ticket take airline southwest
"Two nights ago I paid $1200.00 for a round trip ticket to Atlanta for 11/22/22 returning to Seattle 11/29/22. I arrived in Denver 12:30 pm with a connection to Atlanta at 5pm. I have paid for a rental car and hotel. Unbeknownst to me the flight was changed from gate C 61 to gate C 47 10 minutes after the boarding was to take place, I inquired and was told that the flight changed to C 47 which was a 3-4 minute walk and that they would phone ahead to let them know that I was on the way. When I arrived I was told that the flight had departed. That the only thing available was at 5:00am. I asked for a complimentary room, I was denied. I called customer service and was told that I would receive a call in 16 minutes. That call back came in 33 minutes and I had to wait on hold another 12 minutes before a live person came on the phone. All she could do was say I am sorry. My wife and I have been loyal Southwest Customers over 20 years. A few years ago Southwest bumped me for a lady with a dog at least that time they provided a room for overnight convenience. While writing this review I was told that someone canceled on Flight 1679 to Atlanta. Told him that I would take it. Hopefully I can retrieve my luggage. They more than likely bumped someone else it strange that I got a Business Select seat A-10",two nights ago paid round trip ticket atlanta returning seattle arrived denver pm connection atlanta pm paid rental car hotel unbeknownst flight changed gate c gate c minutes boarding take place inquired told flight changed c minute walk would phone ahead let know way arrived told flight departed thing available asked complimentary room denied called customer service told would receive call minutes call back came minutes wait hold another minutes live person came phone could say sorry wife loyal southwest customers years years ago southwest bumped lady dog least time provided room overnight convenience writing review told someone canceled flight atlanta told would take hopefully retrieve luggage likely bumped someone else strange got business select seat
"I bought a RT ticket, flew in time and emailed them that their website was down and wouldn't let me officially register for the 3 month companion promo - figuring customer service would honor it after I made sure I purchased everything on time. They did not, told me it was basically my fault for their website not allowing for sign up.",bought rt ticket flew time emailed website wouldnt let officially register month companion promo figuring customer service would honor made sure purchased everything time told basically fault website allowing sign
"I was considering switching to Delta Airlines. Then I jumped on a Southwest Flight with my husband for our honeymoon. The flight attendants were so kind and personally congratulated us. They then proceeded to announce congratulations on the overhead speakers. The whole plane clapped. No other airline has this type of personal touch. Thank you, Southwest.",considering switching delta airlines jumped southwest flight husband honeymoon flight attendants kind personally congratulated us proceeded announce congratulations overhead speakers whole plane clapped airline type personal touch thank southwest
"Absolutely the only way to fly...Booked a flight to Ft Lauderdale from Austin a couple of weeks ago. Had trouble getting a rental car so so I thought I should reschedule the flight. Called customer service less than 24 hours before my flight to change it. I was able to make the change with no extra charges or fees. $167 rtWhen I got on the plane there were two women seated in the 1st row so I sat in the middle seat. First time in my life that I was the first passenger off a plane.Why would anyone fly with any other airline? Free checked bags, great friendly customer service, no charge for changes, credits and points no longer expire.Southwest you raise the bar for air travel!",absolutely way flybooked flight ft lauderdale austin couple weeks ago trouble getting rental car thought reschedule flight called customer service less hours flight change able make change extra charges fees rtwhen got plane two women seated st row sat middle seat first time life first passenger planewhy would anyone fly airline free checked bags great friendly customer service charge changes credits points longer expiresouthwest raise bar air travel
"Hello. Southwest Airlines doesn't have assigned seats. You check in. And based on how early you check in; or if you have other perks; you're on the plane sooner than others. So why do the flight attendants hold rows of seats by literally putting their knees on the seats blocking access to sit? If I'm in B; I shouldn't have to sit in the back of the plane (if I don't want to; or if other seats are available closer), because you want someone in C who checked in later to sit closer. Date of experience was September 30 2022.",hello southwest airlines doesnt assigned seats check based early check perks youre plane sooner others flight attendants hold rows seats literally putting knees seats blocking access sit im b shouldnt sit back plane dont want seats available closer want someone c checked later sit closer date experience september
"I have 2 different flights this month.  My daughter lost her ID and couldn't get on the flight so I booked her a hotel room.  The attendant told me she just didn't want to fly and charged me for the difference.  I booked my other flight 4 months in advanced, and need to come back a day earlier.  The attendant wants to charge me 185.00 to change my flight from a Tues to a Wed.  No bargain with these charges.",different flights month daughter lost id couldnt get flight booked hotel room attendant told didnt want fly charged difference booked flight months advanced need come back day earlier attendant wants charge change flight tues wed bargain charges
"So they have this rule that if you purchase a ticket for a companion the name can’t be changed. This is such a stupid rule. If I payed with MY money, I should be able to have all form of credit under my name.Will never use this company again! I’ve been using delta for years and they are definitely the number 1 company. No stupid rules!",rule purchase ticket companion name cant changed stupid rule payed money able form credit namewill never use company ive using delta years definitely number company stupid rules
"We attempted to book a flight from BWI to Indianapolis for Sunday, October 16, 2022 and wanted to use miles.  We were in the process of putting in the information to purchase the ticket and got a notice that we needed to purchase additional miles.  We purchased $345 in additional miles to have enough for the ticket and then continued to enter the rest of our information for the ticket.  When we clicked purchase, we got an error message and it said to call the airline.  Upon speaking with a Southwest Airlines representative, we were told that the flight was now sold out.  So frustrating.  We then asked for our money back for the miles we could no longer use and were told that they were non-refundable.  Apparently Southwest thinks it's ok to spend $345 and not even get a ticket for it.  When I asked to speak with a supervisor, I was told that they would forward my ""case"" to Corporate Customer Relations and that we'd hear from them in 10-12 business days.  We just received a call from a Customer Relations representative and all he did was explain that he wouldn't refund the money and that it was their policy.  The entire process is a bait and switch and should be banned.  Southwest Airlines should stop these fraudulent practices and refund customer's money when they can't give them a ticket.  We plan to avoid Southwest Airlines whenever we can.  Watch out.",attempted book flight bwi indianapolis sunday october wanted use miles process putting information purchase ticket got notice needed purchase additional miles purchased additional miles enough ticket continued enter rest information ticket clicked purchase got error message said call airline upon speaking southwest airlines representative told flight sold frustrating asked money back miles could longer use told nonrefundable apparently southwest thinks ok spend even get ticket asked speak supervisor told would forward case corporate customer relations wed hear business days received call customer relations representative explain wouldnt refund money policy entire process bait switch banned southwest airlines stop fraudulent practices refund customers money cant give ticket plan avoid southwest airlines whenever watch
"I just got back from a flight/hotel with Southwest to Vegas.  I was going with my daughter who is from Austin. I flew from Love Field in Dallas to Austin.  Then met her and we flew on to Vegas.  The flight was OK but we had to sit across from each other and barely talked because of the noise. But when we got to Vegas we stayed at the MGM Grand bc we had stayed there many years ago and my daughter wanted to stay in the same hotel we had stayed in before. This time MGM was just awful..The carpet was filthy, the bathtub stopped up or toliet stopped up as well. My son had met us there and flew American. They both got mad and left me in Vegas all alone. The reason I even tell you this is because I thought I had lost my phone and was desperate in Vegas. So it was late at night and they left, I went to a security guy to see if he could help me and he flat said no.  I was shocked.  How unfriendly can anyone be even when a 71 year old woman is in deep trouble and he does nothing to help in any way.  It was so sad and so shocking.  Finally a nice lady in line waiting to speak to the front desk clerk let me call my husband.  I still cannot believe how bad it was. But then when I went to check out I found out that when you book a travel package with SW there is always an additional $40 per night that you are charged for nothing I mean nothing. They call it Resort Fees!!! No it was more like robbery fees.  They just robbed me of $120 for a filthy room that cost me for a package deal of $2359.00 plus the $40 a night for resort fees.   A bunch of crap.  I went to Oklahoma and got a brand new rood free for two nights that were just wonderful. That was what made us want to go to Vegas. My husband and I used to go to Vegas at least 3 times a year and stay in many hotels and he said they were always nice and never had heard of Resort Fees.  Never again will I ever step foot in any resort that MGM Grand owns.  Worst experience.",got back flighthotel southwest vegas going daughter austin flew love field dallas austin met flew vegas flight ok sit across barely talked noise got vegas stayed mgm grand bc stayed many years ago daughter wanted stay hotel stayed time mgm awfulthe carpet filthy bathtub stopped toliet stopped well son met us flew american got mad left vegas alone reason even tell thought lost phone desperate vegas late night left went security guy see could help flat said shocked unfriendly anyone even year old woman deep trouble nothing help way sad shocking finally nice lady line waiting speak front desk clerk let call husband still cannot believe bad went check found book travel package sw always additional per night charged nothing mean nothing call resort fees like robbery fees robbed filthy room cost package deal plus night resort fees bunch crap went oklahoma got brand new rood free two nights wonderful made us want go vegas husband used go vegas least times year stay many hotels said always nice never heard resort fees never ever step foot resort mgm grand owns worst experience
"They canceled our flight this morning. They gave us 3 more flighs but at the end all of them were full, didn't have any sits for us. Now they gave us another (flight) at 8:50 pm. Let's pray that southwest don't cancel again.They play with the customers' time.I hope never book with this company any more.",canceled flight morning gave us flighs end full didnt sits us gave us another flight pm lets pray southwest dont cancel againthey play customers timei hope never book company
Simultaneously checked in with my 12 year and so daughter who is assigned end of C and myself end of A. The next message asks me to pay money to upgrade her. Talked to three southwest employees who would not let her board with me. We were separated in the Dallas airport causing a lot of stress. Will be changing airlines.,simultaneously checked year daughter assigned end c end next message asks pay money upgrade talked three southwest employees would let board separated dallas airport causing lot stress changing airlines
"They are better since COVID.I used to not care for the way they ran things before but I feel like they have it together now. I like the free seating, though I REALLY wish they'd be a bit more proactive about telling people when it's a full flight (they do that part) and asking people to scoot in rather than soooo many couples taking the window and isle hoping no one asks to sit there, or the solo person who sits on the isle and is offended when asked if others could sit there too. It's not their fault some people are selfish, but I feel like they should say something. If we nothing is said, they'll keep thinking it's ok. We're all in this together, it's not going to hurt you to allow someone to sit next to you for a few hours, you know it's going to happen anyways, you're just making everyone think you're a jerk. I feel like there is also enough room for everyone's bags as well. I haven't seen someone have to gate check something in a while.Also, if you hate being in the mid-low C's and being seated separately, it is worth the $30 for the business upgrade. I've started getting it on all my business trips and it's a lot less stressful.I greatly appreciate the sense of humor I feel the SW staff and pilots have. LAS to RNO was COMPLETELY enjoyable.",better since covidi used care way ran things feel like together like free seating though really wish theyd bit proactive telling people full flight part asking people scoot rather soooo many couples taking window isle hoping one asks sit solo person sits isle offended asked others could sit fault people selfish feel like say something nothing said theyll keep thinking ok together going hurt allow someone sit next hours know going happen anyways youre making everyone think youre jerk feel like also enough room everyones bags well havent seen someone gate check something whilealso hate midlow cs seated separately worth business upgrade ive started getting business trips lot less stressfuli greatly appreciate sense humor feel sw staff pilots las rno completely enjoyable
"Breeze is better, less crammed and dingy. Equal service. Less changing flights and gates. Mess in Washington/Reagan Airport",breeze better less crammed dingy equal service less changing flights gates mess washingtonreagan airport
"I have to say, as someone who has seen the mess across the travel industry this summer, SW seems to be doing the best they can and are a mediocre experience in a sea of terrible experiences. Their customer services is helpful most of the time, but hopefully they can hire more people because these staffing shortages are hard for everyone.",say someone seen mess across travel industry summer sw seems best mediocre experience sea terrible experiences customer services helpful time hopefully hire people staffing shortages hard everyone
"I’ll start with arriving to MBJ @ 9a for a 12p flight to MCO- the system was down & it took over 2 hours to get through what started as short line but the agents kept opening other lines to skip newly arriving ppl to the ticket agents b/c the line was too long into the way of walking traffic. This caused major wait time in line AND once boarded. It’s unbelievable that we waited ON THE PLANE for 1 person to finally board which took 1 hour 15min THEN another 45min for clearance from someone to go ahead & take off. You’d think the airline would rather save money and time by taking off without that 1 person b/c most of us had connecting flights that had to be rescheduled due to the 2 hour delay. Some flights had to be rescheduled until the next day, all for waiting on 1 passenger who could’ve actually made it onboard the next flight. Wait, there’s more- worse… there was a passenger seated directly behind me who wanted to please himself sexually with no regard of passengers around him & he jumped up right as we landed which caused the plane to completely stop without going to the gate for deplaning. After they got him to come out the restroom & they sat him closer to the front next to a man (thankfully) and we proceeded to gate but was instructed to remain seated until he was escorted off and then the lady sitting next to him was escorted off as well. Horrible right? Last, I’ll insert the flight attendant Wendy was rude! Ignored me each time I made a request. I requested a cup of ice & she ignored me & never brought me any ice. Oh yeah, they threw me in position C Boarding after I paid for the business select fare & when I mentioned it to the manager at MCO, he told me he’d be wrong if he moved my position up to skip someone else. Really????? Started at the airport at 9a & my rescheduled connecting flight to DAL is delayed 45min (was scheduled to depart at 7:45p) and it’s 8:27p and we are just now pulling from the gate. Still not home in Dallas.",ill start arriving mbj p flight mco system took hours get started short line agents kept opening lines skip newly arriving ppl ticket agents bc line long way walking traffic caused major wait time line boarded unbelievable waited plane person finally board took hour min another min clearance someone go ahead take youd think airline would rather save money time taking without person bc us connecting flights rescheduled due hour delay flights rescheduled next day waiting passenger couldve actually made onboard next flight wait theres worse passenger seated directly behind wanted please sexually regard passengers around jumped right landed caused plane completely stop without going gate deplaning got come restroom sat closer front next man thankfully proceeded gate instructed remain seated escorted lady sitting next escorted well horrible right last ill insert flight attendant wendy rude ignored time made request requested cup ice ignored never brought ice oh yeah threw position c boarding paid business select fare mentioned manager mco told hed wrong moved position skip someone else really started airport rescheduled connecting flight dal delayed min scheduled depart p p pulling gate still home dallas
I usually love southwest and just purchase the want to get away ticket. Never had any issues until today. I found out they added a new tier a month ago called want to get away plus and I could not do a free same day flight change like usual without paying $127. It is about $20 more for the plus. I feel like they should give people a grace period in adopting this new tier since I was told it was a recent addition. So upset and out $127 which could’ve just been $20. Corporate greed at its finest probably since the founder passed away.,usually love southwest purchase want get away ticket never issues today found added new tier month ago called want get away plus could free day flight change like usual without paying plus feel like give people grace period adopting new tier since told recent addition upset couldve corporate greed finest probably since founder passed away
"Forget you southwest. I’ve been at the airport on a layover for 9 hours now that was supposed to be 1 hour. Swear, the delays, terrible customer service, and layovers I’m so done with this company. I’ve been using you since college and I’ve continued to because of the points I’ve accrued over the years. I’m tired of being forgotten after all I’ve poured into your company. I gave you my trust and you’ve given me bull crap in response. Goodbye and good riddance.",forget southwest ive airport layover hours supposed hour swear delays terrible customer service layovers im done company ive using since college ive continued points ive accrued years im tired forgotten ive poured company gave trust youve given bull crap response goodbye good riddance
"I am still waiting for a final response that I assume will not come... I had a 6:20pm flight that was canceled by SW for ""operational"" reasons about 4 hours before take off.  It was NOT weather or maintenance related!  It became obvious that I was either going to be stranded in KC, Chicago, or Nashville on Aug. 29, 2022, and I only wanted to know if SW was going to cover my lodging/food expenses until I got back to CLT.  The phone rep kept saying ""I think this"" -""I think that,"" but would/could not provide a straight answer.   After almost an hour on the phone with no assurances, I purchased a ticket on another airline to get back to CLT.    If SouthWest is going to refuse to reimburse me for the ticket, then surely they should provide me with the funds that they would have had to cover for the cancelation (1-night lodging, 2 meals), but nope..... Nothing!  They simply credited back points for that 1-leg of the trip. They ignored the $ I paid to get to KC on SW.   I truly can't understand how these companies get away with jamming people with unforeseen expenses with zero accountability when they fail for ""operational"" reasons.   I would have been satisfied even had they paid me $150 of the $450 ticket I had to buy on AA to get home.  Again, not canceled because of weather or maintenance.  I tracked all SW flights that evening and had I not bought that ticket on AA, I would have been in fact stuck in Chicago or Nashville with zero assistance from Southwest!Southwest Airlines will leave you and your family stranded with zero accountability.  Sure, they will say ""I am sorry your experience has been poor,"" but try tucking those words under your head when trying to sleep as you wait 24 hours to get home!I can only hear my grandfather saying ""you get what you pay for!""",still waiting final response assume come pm flight canceled sw operational reasons hours take weather maintenance related became obvious either going stranded kc chicago nashville aug wanted know sw going cover lodgingfood expenses got back clt phone rep kept saying think think wouldcould provide straight answer almost hour phone assurances purchased ticket another airline get back clt southwest going refuse reimburse ticket surely provide funds would cover cancelation night lodging meals nope nothing simply credited back points leg trip ignored paid get kc sw truly cant understand companies get away jamming people unforeseen expenses zero accountability fail operational reasons would satisfied even paid ticket buy aa get home canceled weather maintenance tracked sw flights evening bought ticket aa would fact stuck chicago nashville zero assistance southwestsouthwest airlines leave family stranded zero accountability sure say sorry experience poor try tucking words head trying sleep wait hours get homei hear grandfather saying get pay
This is the first time I travel with Southwest and my experience is for transportation taking my customers back and fort to Denver International Airport now for any one who travels with Southwest is better for you to confirm your tickets over the phone they are every lineant when it comes to people boarding I always recommend it to my Customers the only thing I will say is that Southwest seems to be over booking and when you show up to the counter they ask if you have purchased your ticked and I can say that the ladies were saying that I was late or missed the flight I checked my bags at 4 am flight didn't leaved until 5:35 am and the lady at C59 send me to C28 with that said make sure your tickets are confirmed and plan on traveling ahead of time,first time travel southwest experience transportation taking customers back fort denver international airport one travels southwest better confirm tickets phone every lineant comes people boarding always recommend customers thing say southwest seems booking show counter ask purchased ticked say ladies saying late missed flight checked bags flight didnt leaved lady c send c said make sure tickets confirmed plan traveling ahead time
After flying with the other airlines I am amazed at how tremendous this airline is. More than I could of imagined. Y’all make everyone else look like amateurs! They are so accommodating with great smiles to go with their amazing personalities.I fly twice a week for work and I’m usually stressed out wondering if I will get to work on time & emotionally wiped out after my travel days….this crew made me so comfortable and relaxed….No worries at all!A great big shout out to Southwest!!!❤️,flying airlines amazed tremendous airline could imagined yall make everyone else look like amateurs accommodating great smiles go amazing personalitiesi fly twice week work im usually stressed wondering get work time emotionally wiped travel daysthis crew made comfortable relaxedno worries alla great big shout southwest
"I'm writing this from the runway, having sat here for an hour and a half. They boarded the plane without having pilots. Because of that, they couldn't turn the plane on, meaning no air despite it being 90 degrees outside. After 20 minutes when the pilots showed up, the air came on but they had a maintenance problem. That took half hour, then there was another unspecified delay for another half hour - all the while telling us every 20 minutes ""we are almost ready, any minute.""Why would you board a plane before the pilots were even at the airport? Why would you keep people on a hot plane without air instead of in the terminal? Why would you board a plane before checking it for maintenance?This used to be the best airline, before they got billions in taxpayer money as a bailout supposedly for staffing retention.Even 2 years after that bailout, they are still canceling and delaying flights constantly and lying about weather EVERY TIME when there isn't any. It's always staffing and they always lie. They have delayed or cancelled 4 of my last 5 flights.This company is no better than the rest. It does not deserve your business, as they will ALWAYS put profit over service.",im writing runway sat hour half boarded plane without pilots couldnt turn plane meaning air despite degrees outside minutes pilots showed air came maintenance problem took half hour another unspecified delay another half hour telling us every minutes almost ready minutewhy would board plane pilots even airport would keep people hot plane without air instead terminal would board plane checking maintenancethis used best airline got billions taxpayer money bailout supposedly staffing retentioneven years bailout still canceling delaying flights constantly lying weather every time isnt always staffing always lie delayed cancelled last flightsthis company better rest deserve business always put profit service
Your dont deserve 1 star because your flight is always delayed every time i have this airline,dont deserve star flight always delayed every time airline
"Major late cancellations & delays on round trip flights from Houston to Baltimore on 8/11. Attending a wedding in PA so Had to rebook out of Austin-drove all nite to make 5:10 flt out of Austin-Baltimore to have it delayed to 8:30.Tried to change & rebook in Baltimore for our return flight to Austin bc that’s where our car was now @ airport parking. No help @ SW ticket agent-had to spend several hrs next day to change our flight bk to Austin. Return flight was aweful too! Arrived @ Baltimore @ 4:15 for 8:00 pm flight-delayed until almost 11:00 pm due to mechanical issues, concourse & crew changes etc etc etc. Horrible service! SouthWorst! Plus’s my nice suitcase was all torn up when it arrived in Austin! 😖😖😖",major late cancellations delays round trip flights houston baltimore attending wedding pa rebook austindrove nite make flt austinbaltimore delayed tried change rebook baltimore return flight austin bc thats car airport parking help sw ticket agenthad spend several hrs next day change flight bk austin return flight aweful arrived baltimore pm flightdelayed almost pm due mechanical issues concourse crew changes etc etc etc horrible service southworst pluss nice suitcase torn arrived austin
This airline use to do no wrongBut lately it is total shxt!Late take offsPoor boardingUnorganized,airline use wrongbut lately total shxtlate take offspoor boardingunorganized
"Flew out of Nashville to our destination in Minneapolis. When we arrived, our clothing was completely soaked. We had a hard plastic suitcase, so we didn’t notice at the time. When we got to the hotel, we had to wring out our clothing and hang them all over the hotel. The following day, we had to visit a laundromat instead of attending to our travel plans. We were then informed that you only have a 4 hour window to report damage. Since we landed very late at night and had to deal with wet clothing, we missed our “window” to report the damage. Thanks for ruining our trip Southwest. Unbelievably terrible!",flew nashville destination minneapolis arrived clothing completely soaked hard plastic suitcase didnt notice time got hotel wring clothing hang hotel following day visit laundromat instead attending travel plans informed hour window report damage since landed late night deal wet clothing missed window report damage thanks ruining trip southwest unbelievably terrible
"I Love Southwest Airlines and always go to them first when I travel. However, Flight #2868, from Orlando to Dallas Love, 08/07/22, was the worst southwest flight that I have been on. The stewardesses were horrible! The front attendant seemed more concerned about her hair and at first, I didn't know that she was. My wife needs assistance, and on all other flights that we have taken, the flight attendant has ALWAYS helped her board and leave the plane. This lady stood and watched and did not greet nor offer any help. As far as beverages, my wife had to stop another attendant and ask for one.As I stated earlier, I love SWA, but I hope this is not the caliber of people they are hiring.My Flight to Orlando on 08/03/22, Flight #2781 was EXCELLENT. The crew Highly, showed what made SWA one of the better arlines",love southwest airlines always go first travel however flight orlando dallas love worst southwest flight stewardesses horrible front attendant seemed concerned hair first didnt know wife needs assistance flights taken flight attendant always helped board leave plane lady stood watched greet offer help far beverages wife stop another attendant ask oneas stated earlier love swa hope caliber people hiringmy flight orlando flight excellent crew highly showed made swa one better arlines
"The southwest open seating is a disaster in it causes havoc during boarding, Why they don't do away with this system is beyond me.Second issue was with a female flight attendant that was actually the skinniest of the all flight attendants on my flight.I had a cut on my right elbow and tried to get a left isle seat as to not have my right elbow exposed but we all know about murphy's law so i get the right isle seating.My right elbow was a very little over the right armrest and every time she walked by guess what she ran into it no apologies or effort to avoid my elbow with a bandage on it.At the end of the flight i asked her for her ID she asked for the reason when i responded that i will be leaving a review she asked me if there was a problem i was honest and explained the issue to her she informed me that she can not show me her ID but her name was liz and look up the flight number and complain.",southwest open seating disaster causes havoc boarding dont away system beyond mesecond issue female flight attendant actually skinniest flight attendants flighti cut right elbow tried get left isle seat right elbow exposed know murphys law get right isle seatingmy right elbow little right armrest every time walked guess ran apologies effort avoid elbow bandage itat end flight asked id asked reason responded leaving review asked problem honest explained issue informed show id name liz look flight number complain
"We were on holiday, one week in NY, the other one in Florida. When we arrive in La Guardia Airport we discover that our flight was deleted, NOBODY TOLD US ABOUT THIS!!! NO SMS, NO EMAIL, NO POPUP NOTIFICATION.The guy at the Southwest desk tell us: you flight tomorrow, La Guardia / New Orlenas, New Orleand / Tampa. WHAT?? We booked a direct flight NY / Tampa, and now we flight the day after?Reason of Southwest: The weather.They always says the weather, because they have his ass covered.We decided to refund our ticket, and rent a car. We asked clear for a *refund*. After 5 days we discover that is not a refund, but a credit with southwest. Are you kidding? We clearly told you that we are italian and we didn't care about a credit, and you gave us a credit?After that I spoke on Twitter with southwest staff and they gave me the refund.But they ruined our holiday, we spent a lot of money for a last minute car. NO WORD.I flew (before covid) with southwest and was a great company, for this reason I booked again with them. BIG MISTAKE.",holiday one week ny one florida arrive la guardia airport discover flight deleted nobody told us sms email popup notificationthe guy southwest desk tell us flight tomorrow la guardia new orlenas new orleand tampa booked direct flight ny tampa flight day afterreason southwest weatherthey always says weather ass coveredwe decided refund ticket rent car asked clear refund days discover refund credit southwest kidding clearly told italian didnt care credit gave us creditafter spoke twitter southwest staff gave refundbut ruined holiday spent lot money last minute car wordi flew covid southwest great company reason booked big mistake
I use to be a Southwest warrior but have to say the only thing they do consistently is delay and cancel their flight.  Cash in points and avoid them like the plague.  If you want to be left at the airport or sit through numerous delays Southwest is your airlines.,use southwest warrior say thing consistently delay cancel flight cash points avoid like plague want left airport sit numerous delays southwest airlines
"I first flew with them in December of 2021 when I went to visit my girlfriend in Rochester NY. For starters the prices of their fares simply cannot be beat! Two free checked bags and two free carry on's per passenger just sweetens the deal! No assigned seating? YES PLEASE! Just booked a flight for me and my daughter to fly up to Pennsylvania to spend Christmas with family and round trip for both of us was only $715.96 where as any other airline would have cost us over $1,100 just for Economy! The staff is some of the friendliest I've come across and the flights were comfortable. While they don't fly into every airport at this time they are making strides to do so! Will continue to use them! If you are looking for a more affordable alternative I recommend giving Southwest a Chance, I'm glad I did!",first flew december went visit girlfriend rochester ny starters prices fares simply cannot beat two free checked bags two free carry ons per passenger sweetens deal assigned seating yes please booked flight daughter fly pennsylvania spend christmas family round trip us airline would cost us economy staff friendliest ive come across flights comfortable dont fly every airport time making strides continue use looking affordable alternative recommend giving southwest chance im glad
Please don't hire those that act like children at the Hilo International airport customer service desk. My goodness those girls are so very ghetto!,please dont hire act like children hilo international airport customer service desk goodness girls ghetto
